,bed,bath,sqft,type,lanudry,parking,cats,dogs,furnished,nosmoke,wheelchair,img,words,link
https://sfbay.craigslist.org/sby/apa/d/hollister-home/6567522297.html,4BR , 2.5Ba,1900ft2,house,4,6,1,1,0,0,0,2,122,https://sfbay.craigslist.org/sby/apa/d/hollister-home/6567522297.html
https://sfbay.craigslist.org/sby/apa/d/hot-deal1-bedroom-1-bath-with/6567485065.html,1BR , 1Ba,867ft2,apartment,5,5,1,1,0,1,0,10,299,https://sfbay.craigslist.org/sby/apa/d/hot-deal1-bedroom-1-bath-with/6567485065.html
https://sfbay.craigslist.org/sby/apa/d/hot-deal1-bedroom-1-bath-with/6567494440.html,1BR , 1Ba,752ft2,apartment,5,5,1,1,0,1,0,9,295,https://sfbay.craigslist.org/sby/apa/d/hot-deal1-bedroom-1-bath-with/6567494440.html
https://sfbay.craigslist.org/sby/apa/d/house-in-saratoga/6556318507.html,3BR , 2Ba,1300ft2,apartment,5,2,1,1,0,0,0,7,50,https://sfbay.craigslist.org/sby/apa/d/house-in-saratoga/6556318507.html
https://sfbay.craigslist.org/sby/apa/d/house-in-the-center-of/6567513950.html,4BR , 2Ba,2100ft2,house,5,2,0,0,0,1,0,15,78,https://sfbay.craigslist.org/sby/apa/d/house-in-the-center-of/6567513950.html
https://sfbay.craigslist.org/sby/apa/d/huge-1-bedroom-with-den-at/6567643469.html,1BR , 1Ba,994ft2,apartment,5,5,1,1,0,1,0,9,279,https://sfbay.craigslist.org/sby/apa/d/huge-1-bedroom-with-den-at/6567643469.html
https://sfbay.craigslist.org/sby/apa/d/huge-pool-enjoy-summer-the/6567571852.html,1BR , 1Ba,750ft2,apartment,5,4,1,1,0,1,0,11,385,https://sfbay.craigslist.org/sby/apa/d/huge-pool-enjoy-summer-the/6567571852.html
https://sfbay.craigslist.org/sby/apa/d/huge-separate-dining-area-and/6567773771.html,2BR , 2Ba,available apr 21,apartment,5,0,1,1,0,1,0,10,247,https://sfbay.craigslist.org/sby/apa/d/huge-separate-dining-area-and/6567773771.html
https://sfbay.craigslist.org/sby/apa/d/if-youre-not-living-here-then/6567696112.html,2BR , 2Ba,1198ft2,apartment,5,4,1,1,0,1,0,20,222,https://sfbay.craigslist.org/sby/apa/d/if-youre-not-living-here-then/6567696112.html
https://sfbay.craigslist.org/sby/apa/d/immaculate-b1-floorplan-open/6567580291.html,2BR , 2Ba,920ft2,apartment,5,5,1,1,0,1,0,13,312,https://sfbay.craigslist.org/sby/apa/d/immaculate-b1-floorplan-open/6567580291.html
https://sfbay.craigslist.org/sby/apa/d/immediate-move-in-20th-floor/6567650051.html,2BR , 2Ba,1592ft2,apartment,5,4,1,1,0,1,1,8,203,https://sfbay.craigslist.org/sby/apa/d/immediate-move-in-20th-floor/6567650051.html
https://sfbay.craigslist.org/sby/apa/d/in-law-unit-1800/6567782004.html,2BR , 1Ba,450ft2,in-law,2,2,0,0,0,1,0,8,248,https://sfbay.craigslist.org/sby/apa/d/in-law-unit-1800/6567782004.html
https://sfbay.craigslist.org/sby/apa/d/indoor-cat-welcome-central/6567352091.html,1BR , 1Ba,556ft2,apartment,2,6,1,0,0,0,0,8,420,https://sfbay.craigslist.org/sby/apa/d/indoor-cat-welcome-central/6567352091.html
https://sfbay.craigslist.org/sby/apa/d/intel-google-apple-dogs-cats/6567704658.html,0BR , 1Ba,405ft2,apartment,2,2,1,1,0,0,0,17,153,https://sfbay.craigslist.org/sby/apa/d/intel-google-apple-dogs-cats/6567704658.html
https://sfbay.craigslist.org/sby/apa/d/is-running-out-1x1-available/6567782745.html,1BR , 1Ba,759ft2,apartment,5,5,1,1,0,1,0,7,271,https://sfbay.craigslist.org/sby/apa/d/is-running-out-1x1-available/6567782745.html
https://sfbay.craigslist.org/sby/apa/d/its-beautiful-day-in-the/6567578567.html,1BR , 1Ba,780ft2,apartment,5,4,1,1,0,1,0,6,456,https://sfbay.craigslist.org/sby/apa/d/its-beautiful-day-in-the/6567578567.html
https://sfbay.craigslist.org/sby/apa/d/just-in-2x2-bright-ideal/6553804496.html,2BR , 2Ba,1050ft2,apartment,5,4,0,0,0,1,0,18,226,https://sfbay.craigslist.org/sby/apa/d/just-in-2x2-bright-ideal/6553804496.html
https://sfbay.craigslist.org/sby/apa/d/just-in-great-view-garden/6567729556.html,2BR , 2Ba,1050ft2,apartment,5,4,0,0,0,1,0,18,233,https://sfbay.craigslist.org/sby/apa/d/just-in-great-view-garden/6567729556.html
https://sfbay.craigslist.org/sby/apa/d/just-updated-for-you-amazing/6565411493.html,1BR , 1Ba,700ft2,condo,5,4,0,0,0,1,0,12,244,https://sfbay.craigslist.org/sby/apa/d/just-updated-for-you-amazing/6565411493.html
https://sfbay.craigslist.org/sby/apa/d/kitchen-lounge-dining-area/6567763961.html,1BR , 1Ba,791ft2,apartment,5,5,1,1,0,1,1,4,160,https://sfbay.craigslist.org/sby/apa/d/kitchen-lounge-dining-area/6567763961.html
https://sfbay.craigslist.org/sby/apa/d/l4-for-clean-roommate-or/6565178963.html,2BR , 2Ba,1000ft2,apartment,5,4,1,1,0,0,0,6,345,https://sfbay.craigslist.org/sby/apa/d/l4-for-clean-roommate-or/6565178963.html
https://sfbay.craigslist.org/sby/apa/d/large-bright-minswalk-to/6567605811.html,2BR , 1Ba,1100ft2,duplex,4,5,0,0,0,1,0,7,301,https://sfbay.craigslist.org/sby/apa/d/large-bright-minswalk-to/6567605811.html
https://sfbay.craigslist.org/sby/apa/d/large-classic-1-bed-1-bath/6567588909.html,1BR , 1Ba,748ft2,apartment,2,4,1,1,0,1,0,15,82,https://sfbay.craigslist.org/sby/apa/d/large-classic-1-bed-1-bath/6567588909.html
https://sfbay.craigslist.org/sby/apa/d/large-closets-sparkling-pool/6557202097.html,1BR , 1Ba,750ft2,apartment,2,4,1,0,0,0,0,13,256,https://sfbay.craigslist.org/sby/apa/d/large-closets-sparkling-pool/6557202097.html
https://sfbay.craigslist.org/sby/apa/d/large-corner-apartment-walk/6561429109.html,2BR , 2Ba,1390ft2,apartment,5,0,1,1,0,0,0,8,158,https://sfbay.craigslist.org/sby/apa/d/large-corner-apartment-walk/6561429109.html
https://sfbay.craigslist.org/sby/apa/d/larger-townhouse-in-great/6558178030.html,2BR , 2.5Ba,1350ft2,townhouse,2,6,0,0,0,1,0,17,200,https://sfbay.craigslist.org/sby/apa/d/larger-townhouse-in-great/6558178030.html
https://sfbay.craigslist.org/sby/apa/d/last-2bd-15ba-town-home/6567620846.html,2BR , 1.5Ba,918ft2,apartment,5,5,1,1,0,1,1,12,219,https://sfbay.craigslist.org/sby/apa/d/last-2bd-15ba-town-home/6567620846.html
https://sfbay.craigslist.org/sby/apa/d/last-day-to-get-1-month-free/6548111474.html,1BR , 1Ba,759ft2,apartment,0,0,0,0,0,0,0,9,133,https://sfbay.craigslist.org/sby/apa/d/last-day-to-get-1-month-free/6548111474.html
https://sfbay.craigslist.org/sby/apa/d/lets-get-ready-for-summer/6567631865.html,1BR , 1Ba,642ft2,apartment,5,0,1,1,0,1,0,15,438,https://sfbay.craigslist.org/sby/apa/d/lets-get-ready-for-summer/6567631865.html
https://sfbay.craigslist.org/sby/apa/d/lex-has-everything-you-need/6567547309.html,1BR , 1Ba,available apr 21,apartment,5,6,1,1,0,1,1,18,158,https://sfbay.craigslist.org/sby/apa/d/lex-has-everything-you-need/6567547309.html
https://sfbay.craigslist.org/sby/apa/d/lex-has-everything-you-need/6567678450.html,2BR , 2Ba,available apr 21,apartment,5,6,1,1,0,1,1,15,166,https://sfbay.craigslist.org/sby/apa/d/lex-has-everything-you-need/6567678450.html
https://sfbay.craigslist.org/sby/apa/d/lightrail-shuttle-near/6567796402.html,2BR , 1Ba,965ft2,apartment,0,4,0,0,0,0,0,16,108,https://sfbay.craigslist.org/sby/apa/d/lightrail-shuttle-near/6567796402.html
https://sfbay.craigslist.org/sby/apa/d/live-in-your-dream-home-in/6567587072.html,1BR , 1Ba,750ft2,apartment,2,4,1,1,0,1,0,11,411,https://sfbay.craigslist.org/sby/apa/d/live-in-your-dream-home-in/6567587072.html
https://sfbay.craigslist.org/sby/apa/d/living-at-its-best-tour-one/6567748185.html,2BR , 2Ba,1025ft2,apartment,5,4,1,1,0,1,0,6,295,https://sfbay.craigslist.org/sby/apa/d/living-at-its-best-tour-one/6567748185.html
https://sfbay.craigslist.org/sby/apa/d/located-on-1st-floor-ideal/6565540833.html,1BR , 1Ba,575ft2,apartment,2,4,1,0,0,0,0,9,262,https://sfbay.craigslist.org/sby/apa/d/located-on-1st-floor-ideal/6565540833.html
https://sfbay.craigslist.org/sby/apa/d/location-convenience/6540947767.html,2BR , 1Ba,1050ft2,apartment,5,4,0,0,0,1,0,16,236,https://sfbay.craigslist.org/sby/apa/d/location-convenience/6540947767.html
https://sfbay.craigslist.org/sby/apa/d/location-location-vintage/6567547478.html,1BR , 1Ba,741ft2,apartment,5,0,1,1,0,1,0,8,293,https://sfbay.craigslist.org/sby/apa/d/location-location-vintage/6567547478.html
https://sfbay.craigslist.org/sby/apa/d/look-no-further-we-have-this/6567611473.html,2BR , 2Ba,901ft2,apartment,5,4,1,1,0,0,0,7,206,https://sfbay.craigslist.org/sby/apa/d/look-no-further-we-have-this/6567611473.html
https://sfbay.craigslist.org/sby/apa/d/looking-for-place-to-call/6567586140.html,2BR , 2Ba,1180ft2,apartment,5,5,1,1,0,1,1,4,546,https://sfbay.craigslist.org/sby/apa/d/looking-for-place-to-call/6567586140.html
https://sfbay.craigslist.org/sby/apa/d/looking-for-the-perfect-1bd/6567676188.html,1BR , 1Ba,733ft2,apartment,2,4,0,0,0,0,0,9,311,https://sfbay.craigslist.org/sby/apa/d/looking-for-the-perfect-1bd/6567676188.html
https://sfbay.craigslist.org/sby/apa/d/los-altos-duplex-in-prime/6567503184.html,2BR , 1Ba,available may 26,duplex,3,6,0,0,0,1,0,5,79,https://sfbay.craigslist.org/sby/apa/d/los-altos-duplex-in-prime/6567503184.html
https://sfbay.craigslist.org/sby/apa/d/los-gatos-2-br-1ba-by-lg/6567577090.html,2BR , 1Ba,815ft2,apartment,2,4,0,0,0,1,0,8,301,https://sfbay.craigslist.org/sby/apa/d/los-gatos-2-br-1ba-by-lg/6567577090.html
https://sfbay.craigslist.org/sby/apa/d/lounge-by-the-pool-bbq-grill/6567775020.html,1BR , 1Ba,675ft2,apartment,2,4,1,1,0,1,0,16,166,https://sfbay.craigslist.org/sby/apa/d/lounge-by-the-pool-bbq-grill/6567775020.html
https://sfbay.craigslist.org/sby/apa/d/love-where-you-live-make/6567792525.html,2BR , 2Ba,1194ft2,apartment,5,5,1,1,0,1,0,15,129,https://sfbay.craigslist.org/sby/apa/d/love-where-you-live-make/6567792525.html
https://sfbay.craigslist.org/sby/apa/d/lovely-manhattan-style-loft/6567586783.html,1BR , 1.5Ba,1301ft2,apartment,5,5,1,1,0,1,0,8,381,https://sfbay.craigslist.org/sby/apa/d/lovely-manhattan-style-loft/6567586783.html
https://sfbay.craigslist.org/sby/apa/d/lovely-remodeled-home-in/6561314025.html,3BR , 2.5Ba,2029ft2,house,4,6,0,0,0,1,0,18,81,https://sfbay.craigslist.org/sby/apa/d/lovely-remodeled-home-in/6561314025.html
https://sfbay.craigslist.org/sby/apa/d/lush-landscaping-resort-pools/6567779402.html,1BR , 1Ba,available may 5,apartment,0,0,0,0,0,0,0,5,191,https://sfbay.craigslist.org/sby/apa/d/lush-landscaping-resort-pools/6567779402.html
https://sfbay.craigslist.org/sby/apa/d/lux-2x1-new-appliances-crown/6567434104.html,2BR , 1Ba,840ft2,apartment,5,4,0,0,0,0,0,7,276,https://sfbay.craigslist.org/sby/apa/d/lux-2x1-new-appliances-crown/6567434104.html
https://sfbay.craigslist.org/sby/apa/d/luxury-2-2-condo-unit-in/6561557848.html,2BR , 2Ba,922ft2,condo,5,5,0,0,0,1,0,24,190,https://sfbay.craigslist.org/sby/apa/d/luxury-2-2-condo-unit-in/6561557848.html
https://sfbay.craigslist.org/sby/apa/d/luxury-flat-spacious-layout/6567518300.html,1BR , 1Ba,935ft2,apartment,5,5,1,1,0,1,1,9,159,https://sfbay.craigslist.org/sby/apa/d/luxury-flat-spacious-layout/6567518300.html
https://sfbay.craigslist.org/sby/apa/d/luxury-one-bedroom-with/6567571814.html,1BR , 0Ba,available may 22,apartment,0,0,0,0,0,0,0,7,182,https://sfbay.craigslist.org/sby/apa/d/luxury-one-bedroom-with/6567571814.html
https://sfbay.craigslist.org/sby/apa/d/luxury-resort-living-in-the/6567580301.html,2BR , 1Ba,available apr 28,apartment,2,4,1,1,0,0,0,6,214,https://sfbay.craigslist.org/sby/apa/d/luxury-resort-living-in-the/6567580301.html
https://sfbay.craigslist.org/sby/apa/d/luxury-studios-one-bedrooms/6567582443.html,1BR , 1Ba,818ft2,apartment,5,6,1,1,0,1,1,6,83,https://sfbay.craigslist.org/sby/apa/d/luxury-studios-one-bedrooms/6567582443.html
https://sfbay.craigslist.org/sby/apa/d/luxury-town-home-living-in/6567776593.html,1BR , 1Ba,931ft2,apartment,5,5,1,1,0,1,1,10,160,https://sfbay.craigslist.org/sby/apa/d/luxury-town-home-living-in/6567776593.html
https://sfbay.craigslist.org/sby/apa/d/many-long-term-residents/6567712499.html,2BR , 1Ba,940ft2,apartment,4,4,1,1,0,1,0,20,102,https://sfbay.craigslist.org/sby/apa/d/many-long-term-residents/6567712499.html
https://sfbay.craigslist.org/sby/apa/d/master-or-spare-br-available/6567423933.html,2BR , 2Ba,available apr 22,apartment,5,5,0,0,0,0,0,22,473,https://sfbay.craigslist.org/sby/apa/d/master-or-spare-br-available/6567423933.html
https://sfbay.craigslist.org/sby/apa/d/milviaapartment-with-4-beds/6561226497.html,2BR , 1Ba,available may 16,apartment,4,1,0,0,1,1,0,7,159,https://sfbay.craigslist.org/sby/apa/d/milviaapartment-with-4-beds/6561226497.html
https://sfbay.craigslist.org/sby/apa/d/minutes-to-restaurants/6565828751.html,1BR , 1Ba,575ft2,apartment,2,4,1,0,0,0,0,9,262,https://sfbay.craigslist.org/sby/apa/d/minutes-to-restaurants/6565828751.html
https://sfbay.craigslist.org/sby/apa/d/modern-2-story-home-gourmet/6567634193.html,1BR , 1Ba,1001ft2,apartment,5,5,1,1,0,1,1,10,276,https://sfbay.craigslist.org/sby/apa/d/modern-2-story-home-gourmet/6567634193.html
https://sfbay.craigslist.org/sby/apa/d/modern-fully-equipped-1-bdr/6567474290.html,1BR , 1Ba,702ft2,apartment,5,5,1,1,0,1,1,6,211,https://sfbay.craigslist.org/sby/apa/d/modern-fully-equipped-1-bdr/6567474290.html
https://sfbay.craigslist.org/sby/apa/d/modern-loft-in-historic-plant/6558627751.html,1BR , 1.5Ba,841ft2,apartment,5,4,0,0,0,0,0,16,690,https://sfbay.craigslist.org/sby/apa/d/modern-loft-in-historic-plant/6558627751.html
https://sfbay.craigslist.org/sby/apa/d/montebello-condo-large-gated/6567777750.html,3BR , 2Ba,1578ft2,condo,5,5,0,0,0,0,0,6,141,https://sfbay.craigslist.org/sby/apa/d/montebello-condo-large-gated/6567777750.html
https://sfbay.craigslist.org/sby/apa/d/monthly-temporay-furnished/6567760169.html,1BR , 1Ba,286ft2,apartment,2,2,0,0,1,1,0,24,193,https://sfbay.craigslist.org/sby/apa/d/monthly-temporay-furnished/6567760169.html
https://sfbay.craigslist.org/sby/apa/d/mountain-view-cozy-suite/6567607025.html,1BR , 1Ba,400ft2,apartment,0,2,0,0,0,1,0,9,42,https://sfbay.craigslist.org/sby/apa/d/mountain-view-cozy-suite/6567607025.html
https://sfbay.craigslist.org/sby/apa/d/move-in-bonus-500/6567459132.html,1BR , 1Ba,536ft2,apartment,2,4,0,0,0,0,0,5,137,https://sfbay.craigslist.org/sby/apa/d/move-in-bonus-500/6567459132.html
https://sfbay.craigslist.org/sby/apa/d/move-in-may-9th-and-get-the/6567610491.html,2BR , 2Ba,951ft2,apartment,5,5,1,1,0,0,0,8,352,https://sfbay.craigslist.org/sby/apa/d/move-in-may-9th-and-get-the/6567610491.html
https://sfbay.craigslist.org/sby/apa/d/move-in-ready-1-bedroom/6567570081.html,1BR , 1Ba,650ft2,apartment,2,2,1,0,0,1,0,6,166,https://sfbay.craigslist.org/sby/apa/d/move-in-ready-1-bedroom/6567570081.html
https://sfbay.craigslist.org/sby/apa/d/move-in-ready-3rd-floor/6567723805.html,1BR , 1Ba,731ft2,apartment,5,4,1,1,0,1,0,7,241,https://sfbay.craigslist.org/sby/apa/d/move-in-ready-3rd-floor/6567723805.html
https://sfbay.craigslist.org/sby/apa/d/move-in-special-shasta/6555434902.html,3BR , 2Ba,1900ft2,duplex,5,3,0,0,0,0,0,4,185,https://sfbay.craigslist.org/sby/apa/d/move-in-special-shasta/6555434902.html
https://sfbay.craigslist.org/sby/apa/d/move-in-special-two-bedroom/6567759213.html,2BR , 1Ba,876ft2,apartment,5,4,1,1,0,1,0,10,249,https://sfbay.craigslist.org/sby/apa/d/move-in-special-two-bedroom/6567759213.html
https://sfbay.craigslist.org/sby/apa/d/move-in-specialoff-when-you/6567536715.html,1BR , 1Ba,700ft2,apartment,5,4,1,1,0,1,0,9,180,https://sfbay.craigslist.org/sby/apa/d/move-in-specialoff-when-you/6567536715.html
https://sfbay.craigslist.org/sby/apa/d/move-in-specialoff-when-you/6567782353.html,2BR , 2Ba,1000ft2,apartment,5,4,1,1,0,1,0,9,252,https://sfbay.craigslist.org/sby/apa/d/move-in-specialoff-when-you/6567782353.html
https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567433287.html,2BR , 1Ba,870ft2,apartment,5,4,1,1,0,1,0,13,199,https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567433287.html
https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567434939.html,1BR , 1Ba,630ft2,apartment,5,4,1,1,0,1,0,13,201,https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567434939.html
https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567785688.html,2BR , 1Ba,870ft2,apartment,5,4,1,1,0,1,0,13,199,https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567785688.html
https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567786461.html,1BR , 1Ba,630ft2,apartment,5,4,1,1,0,1,0,13,201,https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567786461.html
https://sfbay.craigslist.org/sby/apa/d/move-into-this-convenient/6567468296.html,0BR , 1Ba,available apr 21,apartment,5,0,1,1,0,1,0,7,312,https://sfbay.craigslist.org/sby/apa/d/move-into-this-convenient/6567468296.html
https://sfbay.craigslist.org/sby/apa/d/near-apple-amazon-starbucks/6557516919.html,1BR , 1Ba,770ft2,apartment,2,4,0,0,0,0,0,17,201,https://sfbay.craigslist.org/sby/apa/d/near-apple-amazon-starbucks/6557516919.html
https://sfbay.craigslist.org/sby/apa/d/near-google-apple-shuttle/6567470182.html,2BR , 2Ba,1060ft2,apartment,5,4,0,0,0,0,0,21,81,https://sfbay.craigslist.org/sby/apa/d/near-google-apple-shuttle/6567470182.html
https://sfbay.craigslist.org/sby/apa/d/near-public-transportation-24/6567731050.html,1BR , 1Ba,720ft2,apartment,5,2,1,1,0,1,0,5,151,https://sfbay.craigslist.org/sby/apa/d/near-public-transportation-24/6567731050.html
https://sfbay.craigslist.org/sby/apa/d/need-to-move-in-now-catch/6567658845.html,2BR , 2Ba,1147ft2,apartment,5,4,1,1,0,1,0,10,314,https://sfbay.craigslist.org/sby/apa/d/need-to-move-in-now-catch/6567658845.html
https://sfbay.craigslist.org/sby/apa/d/new-apt-sec8-ok-bad-credit-ok/6559231360.html,2BR , 1Ba,800ft2,apartment,4,5,0,0,0,0,0,24,145,https://sfbay.craigslist.org/sby/apa/d/new-apt-sec8-ok-bad-credit-ok/6559231360.html
https://sfbay.craigslist.org/sby/apa/d/new-community-non-smoking-pet/6567452503.html,1BR , 1Ba,769ft2,apartment,5,2,1,1,0,1,1,9,104,https://sfbay.craigslist.org/sby/apa/d/new-community-non-smoking-pet/6567452503.html
https://sfbay.craigslist.org/sby/apa/d/new-dual-pane-windows-and/6567707257.html,4BR , 2.5Ba,1987ft2,house,4,6,1,1,0,0,0,10,52,https://sfbay.craigslist.org/sby/apa/d/new-dual-pane-windows-and/6567707257.html
https://sfbay.craigslist.org/sby/apa/d/new-floors-stainless-steel/6564981125.html,1BR , 1Ba,available apr 18,apartment,2,4,1,0,0,1,0,15,249,https://sfbay.craigslist.org/sby/apa/d/new-floors-stainless-steel/6564981125.html
https://sfbay.craigslist.org/sby/apa/d/new-on-the-market-2x2-bright/6558586103.html,2BR , 2Ba,1050ft2,apartment,5,4,0,0,0,1,1,24,231,https://sfbay.craigslist.org/sby/apa/d/new-on-the-market-2x2-bright/6558586103.html
https://sfbay.craigslist.org/sby/apa/d/new-paint-new-carpet-new/6567576707.html,1BR , 1Ba,531ft2,apartment,5,0,1,1,0,1,0,21,444,https://sfbay.craigslist.org/sby/apa/d/new-paint-new-carpet-new/6567576707.html
https://sfbay.craigslist.org/sby/apa/d/new-unit-move-in-bonus-next/6559234833.html,2BR , 1Ba,800ft2,apartment,4,5,0,0,0,0,0,23,152,https://sfbay.craigslist.org/sby/apa/d/new-unit-move-in-bonus-next/6559234833.html
https://sfbay.craigslist.org/sby/apa/d/new-unit-prime-location-next/6559240991.html,2BR , 1Ba,800ft2,apartment,4,5,0,0,0,0,0,24,163,https://sfbay.craigslist.org/sby/apa/d/new-unit-prime-location-next/6559240991.html
https://sfbay.craigslist.org/sby/apa/d/newer-apartment-home-with-all/6567621002.html,2BR , 2Ba,1065ft2,apartment,5,5,1,1,0,1,1,23,385,https://sfbay.craigslist.org/sby/apa/d/newer-apartment-home-with-all/6567621002.html
https://sfbay.craigslist.org/sby/apa/d/newly-constructed-house-for/6559625415.html,3BR , 2.5Ba,1500ft2,duplex,0,0,0,0,0,1,0,6,91,https://sfbay.craigslist.org/sby/apa/d/newly-constructed-house-for/6559625415.html
https://sfbay.craigslist.org/sby/apa/d/newly-constructed-luxurious/6558085945.html,6BR , 4Ba,2600ft2,apartment,5,6,0,0,0,0,0,18,121,https://sfbay.craigslist.org/sby/apa/d/newly-constructed-luxurious/6558085945.html
https://sfbay.craigslist.org/sby/apa/d/newly-remodeled-2-bedroom-1/6541632303.html,2BR , 1Ba,900ft2,apartment,2,4,1,1,0,1,0,16,234,https://sfbay.craigslist.org/sby/apa/d/newly-remodeled-2-bedroom-1/6541632303.html
https://sfbay.craigslist.org/sby/apa/d/newly-remodeled-2bedroom1bath/6567690285.html,2BR , 1Ba,820ft2,apartment,4,4,0,0,0,1,0,11,93,https://sfbay.craigslist.org/sby/apa/d/newly-remodeled-2bedroom1bath/6567690285.html
https://sfbay.craigslist.org/sby/apa/d/newly-renovated-1-bed-1-bath/6567431339.html,1BR , 1Ba,748ft2,apartment,5,4,1,1,0,1,0,15,85,https://sfbay.craigslist.org/sby/apa/d/newly-renovated-1-bed-1-bath/6567431339.html
https://sfbay.craigslist.org/sby/apa/d/newly-renovated-3-2-with/6567788495.html,3BR , 2Ba,1160ft2,apartment,5,5,1,1,0,1,0,12,181,https://sfbay.craigslist.org/sby/apa/d/newly-renovated-3-2-with/6567788495.html
https://sfbay.craigslist.org/sby/apa/d/newly-renovated-affordable/6567618681.html,0BR , 1Ba,350ft2,in-law,2,3,0,0,0,1,0,6,168,https://sfbay.craigslist.org/sby/apa/d/newly-renovated-affordable/6567618681.html
https://sfbay.craigslist.org/sby/apa/d/newly-renovated-spaious-2x2/6567580897.html,2BR , 2Ba,1005ft2,apartment,5,4,0,0,0,0,0,17,69,https://sfbay.craigslist.org/sby/apa/d/newly-renovated-spaious-2x2/6567580897.html
https://sfbay.craigslist.org/sby/apa/d/newly-renovated-studio-call/6567721689.html,0BR , 1Ba,438ft2,apartment,2,4,1,1,0,1,0,7,169,https://sfbay.craigslist.org/sby/apa/d/newly-renovated-studio-call/6567721689.html
https://sfbay.craigslist.org/sby/apa/d/next-to-shopping-vta-grocery/6559238004.html,2BR , 1Ba,800ft2,apartment,4,5,0,0,0,0,0,23,156,https://sfbay.craigslist.org/sby/apa/d/next-to-shopping-vta-grocery/6559238004.html
https://sfbay.craigslist.org/sby/apa/d/next-to-shopping-vta-new-unit/6559223907.html,2BR , 1Ba,800ft2,apartment,4,5,0,0,0,0,0,24,173,https://sfbay.craigslist.org/sby/apa/d/next-to-shopping-vta-new-unit/6559223907.html
https://sfbay.craigslist.org/sby/apa/d/nice-spacious-1bd-1bth/6567388977.html,1BR , 1Ba,available may 1,apartment,4,4,0,0,0,0,0,7,74,https://sfbay.craigslist.org/sby/apa/d/nice-spacious-1bd-1bth/6567388977.html
https://sfbay.craigslist.org/sby/apa/d/no-one-above-below-you-2bd-25/6567640562.html,2BR , 2.5Ba,1253ft2,townhouse,5,5,0,0,0,0,0,24,298,https://sfbay.craigslist.org/sby/apa/d/no-one-above-below-you-2bd-25/6567640562.html
https://sfbay.craigslist.org/sby/apa/d/no-upstairs-neighbors-2/6567672926.html,2BR , 1Ba,915ft2,apartment,5,4,1,1,0,1,0,15,815,https://sfbay.craigslist.org/sby/apa/d/no-upstairs-neighbors-2/6567672926.html
https://sfbay.craigslist.org/sby/apa/d/now-hear-this-you-will-love/6560025528.html,0BR , 1Ba,420ft2,apartment,2,4,0,0,0,0,0,21,161,https://sfbay.craigslist.org/sby/apa/d/now-hear-this-you-will-love/6560025528.html
https://sfbay.craigslist.org/sby/apa/d/now-only-2x2-available-move/6567771684.html,2BR , 2Ba,980ft2,apartment,5,5,1,1,0,1,0,8,218,https://sfbay.craigslist.org/sby/apa/d/now-only-2x2-available-move/6567771684.html
https://sfbay.craigslist.org/sby/apa/d/oka-rd-move-in-ready-by-may/6567576522.html,2BR , 1Ba,815ft2,apartment,2,4,0,0,0,1,0,8,301,https://sfbay.craigslist.org/sby/apa/d/oka-rd-move-in-ready-by-may/6567576522.html
https://sfbay.craigslist.org/sby/apa/d/on-site-maintenance-balcony/6567600947.html,1BR , 1Ba,616ft2,apartment,5,4,1,1,0,0,0,3,368,https://sfbay.craigslist.org/sby/apa/d/on-site-maintenance-balcony/6567600947.html
https://sfbay.craigslist.org/sby/apa/d/one-bedroom-apt-with-access/6567507442.html,1BR , 1Ba,700ft2,apartment,5,0,1,1,0,1,0,9,439,https://sfbay.craigslist.org/sby/apa/d/one-bedroom-apt-with-access/6567507442.html
https://sfbay.craigslist.org/sby/apa/d/one-bedroom-fireplace-gas/6567573990.html,1BR , 1Ba,700ft2,apartment,5,4,0,0,0,0,0,12,280,https://sfbay.craigslist.org/sby/apa/d/one-bedroom-fireplace-gas/6567573990.html
https://sfbay.craigslist.org/sby/apa/d/one-bedroom-great-space-and/6567578509.html,1BR , 1Ba,775ft2,apartment,4,5,1,1,0,0,0,9,190,https://sfbay.craigslist.org/sby/apa/d/one-bedroom-great-space-and/6567578509.html
https://sfbay.craigslist.org/sby/apa/d/one-bedroom-home-with-hard/6567726488.html,1BR , 1Ba,798ft2,apartment,5,5,1,1,0,1,0,10,314,https://sfbay.craigslist.org/sby/apa/d/one-bedroom-home-with-hard/6567726488.html
https://sfbay.craigslist.org/sby/apa/d/one-bedroom-one-bath/6567462983.html,1BR , 1Ba,790ft2,apartment,5,4,0,0,0,0,0,12,280,https://sfbay.craigslist.org/sby/apa/d/one-bedroom-one-bath/6567462983.html
https://sfbay.craigslist.org/sby/apa/d/one-month-free-call-for/6560951411.html,1BR , 1Ba,560ft2,apartment,2,2,0,0,0,0,0,17,80,https://sfbay.craigslist.org/sby/apa/d/one-month-free-call-for/6560951411.html
