,title,link,hood,price,bed,bath,sqft,type,laundry,parking,cats,dogs,furnished,nosmoke,wheelchair,img,words,region
350,Comfy Two Bedroom Home You Can Call Home,https://sfbay.craigslist.org/sby/apa/d/comfy-two-bedroom-home-you/6567507168.html,(milpitas),2656,2,2.0,829.0,apartment,5,0,0,1,0,1,1,12,302,0
351,LOS ALTOS DUPLEX in Prime Location,https://sfbay.craigslist.org/sby/apa/d/los-altos-duplex-in-prime/6567503184.html,,3140,2,1.0,,duplex,3,6,0,0,0,1,0,5,79,0
352,$250 off 1st Month!! 1 bed/ 1 bath Move-in May 12th! 2nd floor!,https://sfbay.craigslist.org/sby/apa/d/250-off-1st-month-1-bed-1/6567501550.html,(milpitas),2345,1,1.0,643.0,apartment,5,4,1,0,0,0,0,13,137,0
353,Below Market Price! Awesome Value! GREAT Location! Pets Welcome!,https://sfbay.craigslist.org/sby/apa/d/below-market-price-awesome/6567501432.html,(milpitas),2295,1,1.0,623.0,apartment,5,4,1,1,0,1,0,13,214,0
354,"A Brisk Walk Away From Downtown Campbell, The Pruneyard and More!",https://sfbay.craigslist.org/sby/apa/d/brisk-walk-away-from-downtown/6567500653.html,(campbell),2750,1,1.0,750.0,apartment,5,4,1,1,0,1,0,10,385,0
355,Don't Delay...inquire Today!,https://sfbay.craigslist.org/sby/apa/d/dont-delayinquire-today/6567499939.html,(san jose west),2049,1,1.0,700.0,apartment,2,4,1,1,0,1,0,8,234,0
356,"Work, Play & Live In The Heart Of Silicon Valley! Bring Your Pets Too!",https://sfbay.craigslist.org/sby/apa/d/work-play-live-in-the-heart/6567499322.html,(sunnyvale),2395,1,1.0,690.0,apartment,5,0,1,1,0,1,0,13,151,0
357,2BR/1BA Apartment for Lease with Laundry Center Access,https://sfbay.craigslist.org/sby/apa/d/2br-1ba-apartment-for-lease/6567497665.html,(san jose south),2298,2,1.0,801.0,apartment,2,4,1,1,0,1,0,3,190,0
358,**Now Hear This - You Will Love Us!*Specials  6 Months Lease*,https://sfbay.craigslist.org/sby/apa/d/now-hear-this-you-will-love/6560025528.html,(santa clara),1895,0,1.0,420.0,apartment,2,4,0,0,0,0,0,21,161,0
359,****HOT DEAL****1 bedroom & 1 bath with luxurious views!*****,https://sfbay.craigslist.org/sby/apa/d/hot-deal1-bedroom-1-bath-with/6567494440.html,(san jose downtown),2756,1,1.0,752.0,apartment,5,5,1,1,0,1,0,9,295,0
360,Want to stay in a beautifully renovated home in Sunnyvale?,https://sfbay.craigslist.org/sby/apa/d/want-to-stay-in-beautifully/6567494276.html,(sunnyvale),2991,2,2.0,850.0,apartment,5,4,1,1,0,1,0,8,200,0
361,THIS 2X2 APARTMENT FEATURES ECO-FRIENDLY HARDWOOD FLOORING!,https://sfbay.craigslist.org/sby/apa/d/this-2x2-apartment-features/6567491897.html,(santa clara),2880,2,2.0,950.0,apartment,5,0,1,1,0,1,0,10,328,0
362,"Great location high ceiling townhouse 3B3B, Available Now, Open House",https://sfbay.craigslist.org/sby/apa/d/great-location-high-ceiling/6561540869.html,(san jose north),3500,3,3.0,1400.0,townhouse,5,6,0,0,0,1,0,15,247,0
363,Gracious 700 Sq. Ft. square foot apartment in Sunnyvale,https://sfbay.craigslist.org/sby/apa/d/gracious-700-sq-ft-square/6567490068.html,(sunnyvale),2350,1,1.0,,apartment,2,4,0,0,0,1,0,5,156,0
364,Santana Row Is The Place To Call Home In A Stunning 2BD Home +Den!!,https://sfbay.craigslist.org/sby/apa/d/santana-row-is-the-place-to/6567488704.html,(san jose west),4850,2,2.0,1457.0,apartment,5,6,1,1,0,1,0,8,186,0
365,$1000 OFF FIRST MONTH! Great Location! Cupertino School District!,https://sfbay.craigslist.org/sby/apa/d/1000-off-first-month-great/6567487920.html,(cupertino),2650,2,1.0,800.0,apartment,2,4,1,1,0,1,0,9,187,0
366,Wanna Bigger Place? Try Us...Beautiful and Huge Town Home,https://sfbay.craigslist.org/sby/apa/d/wanna-bigger-place-try/6564756977.html,(mountain view),2995,2,1.5,970.0,apartment,2,4,0,0,0,0,0,20,279,0
367,"$500 OFF! 2 bedroom, 1 bathroom Yours Today!",https://sfbay.craigslist.org/sby/apa/d/500-off-2-bedroom-1-bathroom/6562560855.html,(mountain view),2400,2,1.0,800.0,apartment,2,4,1,0,0,0,0,10,265,0
368,Wanna Bigger Place? Try Us...Beautiful Town-Home! Move In Bonus!,https://sfbay.craigslist.org/sby/apa/d/wanna-bigger-place-try/6561455942.html,(mountain view),3100,2,1.5,970.0,apartment,2,4,0,0,0,0,0,20,279,0
369,"2x2 w/ walk-in closets, natural light, luxury finishes",https://sfbay.craigslist.org/sby/apa/d/2x2-walk-in-closets-natural/6567482189.html,(sunnyvale),4386,2,2.0,1091.0,apartment,0,0,1,1,1,1,1,6,378,0
370,1 bed 1 bath - July Move,https://sfbay.craigslist.org/sby/apa/d/1-bed-1-bath-july-move/6567481809.html,(campbell),2429,1,1.0,600.0,apartment,5,4,1,1,0,1,0,24,131,0
371,"$1,000 OFF!! Bright & Airy 3B/2.5B Townhouse, Campbell Schools/Netflix",https://sfbay.craigslist.org/sby/apa/d/1000-off-bright-airy-3b-25b/6562565668.html,(los gatos),3500,3,2.5,1543.0,townhouse,5,6,1,0,0,0,0,10,250,0
372,TOP FLOOR 2BD/2BATH APARTMENT IS WAITING FOR YOU IN YOUR LUXURY HOME!,https://sfbay.craigslist.org/sby/apa/d/top-floor-2bd-2bath-apartment/6567472913.html,(san jose east),2710,2,2.0,911.0,apartment,5,0,1,1,0,1,0,12,246,0
373,Enjoy the Good Life! Premier Upgrades! W/D In Unit! Plenty of Parking!,https://sfbay.craigslist.org/sby/apa/d/enjoy-the-good-life-premier/6567479992.html,(san jose north),2575,1,1.0,780.0,apartment,5,5,1,1,0,1,0,12,906,0
374,$500 OFF!! 2 bedroom 2 1/2 bath townhouse~ Los Gatos Schools,https://sfbay.craigslist.org/sby/apa/d/500-off-2-bedroombath/6562569787.html,(los gatos),3000,2,2.5,1277.0,townhouse,5,4,1,0,0,0,0,12,281,0
375,OPen House till noon today !! Call now for tour! 1x1 on Special!,https://sfbay.craigslist.org/sby/apa/d/open-house-till-noon-today/6567479814.html,(san jose south),1795,1,1.0,625.0,apartment,2,2,0,0,0,0,0,12,137,0
376,$1000 OFF FIRST MONTH!! Renovated 1B! Call US NOW! Your New Home!!,https://sfbay.craigslist.org/sby/apa/d/1000-off-first-month/6567478777.html,(cupertino),2214,1,1.0,600.0,apartment,2,4,1,1,0,1,0,15,275,0
377,"Modern, fully equipped 1 BDR in great neighborhood!",https://sfbay.craigslist.org/sby/apa/d/modern-fully-equipped-1-bdr/6567474290.html,(sunnyvale),3285,1,1.0,702.0,apartment,5,5,1,1,0,1,1,6,211,0
378,Beautifully Remodeled 1b/1b Condo w/1 Car Garage-Walk To Apple Campus,https://sfbay.craigslist.org/sby/apa/d/beautifully-remodeled-1b-1b/6554119942.html,(sunnyvale),2250,1,1.0,800.0,condo,4,6,0,0,0,0,0,15,249,0
379,Exquisitely Updated Downtown Campbell Cottage W/Huge Private Backyard,https://sfbay.craigslist.org/sby/apa/d/exquisitely-updated-downtown/6560483601.html,(campbell),2350,1,1.0,650.0,cottage/cabin,5,4,0,1,0,1,0,17,181,0
380,649 Blythe Ct APT Nice  Remodel One Carport Walk to San Miguel school,https://sfbay.craigslist.org/sby/apa/d/649-blythe-ct-apt-nice/6564211037.html,(sunnyvale),1950,1,1.0,700.0,apartment,2,4,0,0,0,0,0,9,124,0
381,2 bed/1 bath  Open Now! Serene Setting with a lovely view of  pool,https://sfbay.craigslist.org/sby/apa/d/2-bed-1-bath-open-now-serene/6560009520.html,(cupertino),2750,2,1.0,960.0,apartment,5,4,0,0,0,1,0,12,274,0
382,Grand Communications Hill Home w/Panoramic Views of San Jose Skyline,https://sfbay.craigslist.org/sby/apa/d/grand-communications-hill/6567471315.html,(san jose south),4250,4,3.0,2513.0,house,5,6,0,0,0,0,0,23,291,0
383,"Granite, Wood Flr, fitness Ctr, walk to Apple shuttle and Starbucks",https://sfbay.craigslist.org/sby/apa/d/granite-wood-flr-fitness-ctr/6567470860.html,(santa clara),2495,1,1.0,765.0,apartment,2,0,0,0,0,0,0,18,208,0
384,$1000 OFF First Month! Newly Renovated 1B! Great Location and Value!!,https://sfbay.craigslist.org/sby/apa/d/1000-off-first-month-newly/6567470623.html,(cupertino),2146,1,1.0,500.0,apartment,2,4,1,1,0,1,0,6,268,0
385,"Near Google/Apple shuttle, wood flooring, WD, AC, garden setting, pool",https://sfbay.craigslist.org/sby/apa/d/near-google-apple-shuttle/6567470182.html,(santa clara),3095,2,2.0,1060.0,apartment,5,4,0,0,0,0,0,21,81,0
386,Stop over paying! Qualify and move in today!!!,https://sfbay.craigslist.org/sby/apa/d/stop-over-paying-qualify-and/6567470111.html,(san jose south),2295,2,2.0,980.0,apartment,4,4,1,1,0,0,0,6,330,0
387,$2000 move in special -Remodeled Sunnyvale Duplex 3 bedrms 2-1/2 baths,https://sfbay.craigslist.org/sby/apa/d/2000-move-in-special/6562079876.html,(sunnyvale),4500,3,2.5,1630.0,duplex,5,6,0,0,0,1,0,17,136,0
388,$2300 / - 2 BR / 1 BA,https://sfbay.craigslist.org/sby/apa/d/br-1-ba/6545069253.html,(san jose south),2300,2,1.0,810.0,condo,4,6,0,0,0,1,0,6,101,0
389,Hearth is where the Home is!,https://sfbay.craigslist.org/sby/apa/d/hearth-is-where-the-home-is/6567468753.html,(santa clara),3162,1,1.0,751.0,apartment,5,4,1,1,0,1,0,9,349,0
390,$1000 OFF First Month! Spacious and Renovated Studio!,https://sfbay.craigslist.org/sby/apa/d/1000-off-first-month-spacious/6567468334.html,(cupertino),2075,1,1.0,,apartment,2,4,1,1,0,1,0,14,271,0
391,Move into This Convenient Community near Downtown San Jose!,https://sfbay.craigslist.org/sby/apa/d/move-into-this-convenient/6567468296.html,(san jose west),2503,0,1.0,,apartment,5,0,1,1,0,1,0,7,312,0
392,"New Apt, Sec8 OK, BAD CREDIT OK, Available NOW",https://sfbay.craigslist.org/sby/apa/d/new-apt-sec8-ok-bad-credit-ok/6559231360.html,(cupertino),2890,2,1.0,800.0,apartment,4,5,0,0,0,0,0,24,145,0
393,"NEW UNIT, MOVE-IN BONUS, NEXT TO VTA/GROCERY.Sec8 OK, AVAILABLE",https://sfbay.craigslist.org/sby/apa/d/new-unit-move-in-bonus-next/6559234833.html,(cupertino),2890,2,1.0,800.0,apartment,4,5,0,0,0,0,0,23,152,0
394,"NEXT TO SHOPPING/VTA, NEW UNIT, Sec8 OK, BAD CREDIT OK. AVAILABLE NOW",https://sfbay.craigslist.org/sby/apa/d/next-to-shopping-vta-new-unit/6559223907.html,(cupertino),2890,2,1.0,800.0,apartment,4,5,0,0,0,0,0,24,173,0
395,1BR apt w/ BRAND NEW appliances :: Prime Los Gatos :: Spacious plan,https://sfbay.craigslist.org/sby/apa/d/1br-apt-brand-new-appliances/6565524359.html,(los gatos),2195,1,1.0,684.0,apartment,2,4,1,0,0,0,0,12,231,0
396,"NEXT TO SHOPPING/VTA/GROCERY, NEW UNIT, Sec8 OK, AVAILABLE NOW",https://sfbay.craigslist.org/sby/apa/d/next-to-shopping-vta-grocery/6559238004.html,(cupertino),2890,2,1.0,800.0,apartment,4,5,0,0,0,0,0,23,156,0
397,1BD/1BA Upstairs Apartment in Sunnyvale (241 W. Maude Ave. #13),https://sfbay.craigslist.org/sby/apa/d/1bd-1ba-upstairs-apartment-in/6567467163.html,(sunnyvale),1900,1,1.0,550.0,apartment,2,4,0,0,0,1,1,12,264,0
398,"NEW UNIT, PRIME LOCATION, NEXT TO VTA/GROCERY.Sec8 OK, AVAILABLE NOW",https://sfbay.craigslist.org/sby/apa/d/new-unit-prime-location-next/6559240991.html,(cupertino),2890,2,1.0,800.0,apartment,4,5,0,0,0,0,0,24,163,0
399,"Uber Contemporary Architecture, Gourmet BBQ Area, Private Balconies",https://sfbay.craigslist.org/sby/apa/d/uber-contemporary/6567466482.html,(san jose downtown),2605,1,1.0,665.0,apartment,5,5,1,1,0,1,1,6,243,0
400,"Open Now 1x1 Townhouse, Newly Renovated with your own private garage",https://sfbay.craigslist.org/sby/apa/d/open-now-1x1-townhouse-newly/6562220303.html,(cupertino),2495,1,1.0,770.0,apartment,2,6,0,0,0,0,0,5,188,0
401,Our Last Studio Remaining! Coming Next Month! Friendly Neighborhood!,https://sfbay.craigslist.org/sby/apa/d/our-last-studio-remaining/6567465917.html,(san jose north),2650,0,1.0,607.0,apartment,5,5,1,1,0,1,1,8,522,0
402,Everything You Need. All Right Here at Elements!!,https://sfbay.craigslist.org/sby/apa/d/everything-you-need-all-right/6567464596.html,(san jose west),2570,1,1.0,904.0,apartment,5,6,1,1,0,1,1,8,261,0
403,"Best location,price,shops,parks! NEW REMODEL-wood floor, AC, Pool, SPA",https://sfbay.craigslist.org/sby/apa/d/best-locationpriceshopsparks/6567463849.html,(campbell),2245,1,1.0,700.0,apartment,2,0,0,0,0,0,0,15,115,0
404,"One Bedroom One Bath - Fireplace, Gas Range, Hardwood Floors, & W/D",https://sfbay.craigslist.org/sby/apa/d/one-bedroom-one-bath/6567462983.html,(cupertino),2895,1,1.0,790.0,apartment,5,4,0,0,0,0,0,12,280,0
405,One Month Free. Call For Details. Pool/Spa/Fitness Center,https://sfbay.craigslist.org/sby/apa/d/one-month-free-call-for/6560951411.html,(sunnyvale),2345,1,1.0,560.0,apartment,2,2,0,0,0,0,0,17,80,0
406,"RESORT AMENITIES, GREAT LOCATION, LUCKY FIND!",https://sfbay.craigslist.org/sby/apa/d/resort-amenities-great/6567461025.html,(santa clara),2398,2,1.0,,apartment,2,4,1,1,0,0,0,6,163,0
407,"Facebook Shuttle, Apple, DeAnza College are a short walk away, plus WD",https://sfbay.craigslist.org/sby/apa/d/facebook-shuttle-apple-deanza/6562127880.html,(cupertino),2895,1,1.0,790.0,apartment,5,0,0,0,0,0,0,24,162,0
408,"Outlet Stores, Starbucks, Caltrain, Grocery, Hwys 152 and 101 nearby",https://sfbay.craigslist.org/sby/apa/d/outlet-stores-starbucks/6563627584.html,(gilroy),1945,1,1.0,626.0,apartment,0,0,0,0,0,0,0,19,70,0
409,Move in bonus $500,https://sfbay.craigslist.org/sby/apa/d/move-in-bonus-500/6567459132.html,(mountain view),2000,1,1.0,536.0,apartment,2,4,0,0,0,0,0,5,137,0
410,"Best location,price,shops,parks!NEW REMODEL-wood floor, pool,spa,gym",https://sfbay.craigslist.org/sby/apa/d/best/6567458684.html,(campbell),2895,2,2.0,1005.0,apartment,2,0,0,0,0,0,0,15,81,0
411,"Your new home!Best schools,parks,shopping-pool.gym,spa, Newer remodel",https://sfbay.craigslist.org/sby/apa/d/your-new-homebest/6567457782.html,(campbell),2645,2,1.0,965.0,apartment,0,4,0,0,0,0,0,16,108,0
412,"City Outside. Tranquility Inside. Offering $1,000 Move In Bonus!",https://sfbay.craigslist.org/sby/apa/d/city-outside-tranquility/6567457144.html,(willow glen / cambrian),3225,2,2.0,1173.0,apartment,5,6,1,1,0,1,1,6,282,0
413,2b/2b luxury apt in Mtn View below market rate + $1500 upon signing!,https://sfbay.craigslist.org/sby/apa/d/2b-2b-luxury-apt-in-mtn-view/6567454922.html,(mountain view),3900,2,2.0,1152.0,apartment,5,6,1,1,0,1,0,10,224,0
414,People Love Us On Yelp! Large Floor Plans+Near Tech Companies+ Call!!,https://sfbay.craigslist.org/sby/apa/d/people-love-us-on-yelp-large/6567440029.html,(sunnyvale),3550,2,2.0,1064.0,apartment,5,4,0,0,0,1,0,7,286,0
415,New Community | Non-smoking | Pet Friendly,https://sfbay.craigslist.org/sby/apa/d/new-community-non-smoking-pet/6567452503.html,(san jose north),2689,1,1.0,769.0,apartment,5,2,1,1,0,1,1,9,104,0
416,Completely Remodeled House For Rent - $2600.00,https://sfbay.craigslist.org/sby/apa/d/completely-remodeled-house/6555022659.html,"(Tracy , Ca)",2600,4,3.0,2800.0,house,3,6,0,0,0,1,0,15,177,0
417,Beautiful 2BR/2BA Townhouse for Rent - Corner unit in Great location!,https://sfbay.craigslist.org/sby/apa/d/beautiful-2br-2ba-townhouse/6550310809.html,(santa clara),3295,2,2.0,,townhouse,5,6,1,1,0,1,0,20,154,0
418,Beautiful Private Rooftop Views!,https://sfbay.craigslist.org/sby/apa/d/beautiful-private-rooftop/6567440814.html,(san jose north),4496,3,3.0,1426.0,apartment,5,5,1,1,0,1,0,17,200,0
419,MOVE IN SPECIAL - Shasta-Hanchett-Rose Garden Neighborhood,https://sfbay.craigslist.org/sby/apa/d/move-in-special-shasta/6555434902.html,(san jose downtown),4050,3,2.0,1900.0,duplex,5,3,0,0,0,0,0,4,185,0
420,"*dont miss out, available immediately*",https://sfbay.craigslist.org/sby/apa/d/dont-miss-out-available/6567439229.html,(campbell),2250,2,2.0,,apartment,5,4,0,0,0,0,0,5,73,0
421,Move in to this amazing home in May.,https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567434939.html,(santa clara),2436,1,1.0,630.0,apartment,5,4,1,1,0,1,0,13,201,0
422,***Best Home in Blossom Valley 3/2 Newly Renovated! ***,https://sfbay.craigslist.org/sby/apa/d/best-home-in-blossom-valley-3/6567434196.html,(san jose south),3200,3,2.0,1150.0,house,5,6,0,0,0,0,0,6,331,0
423,LUX 2X1! NEW APPLIANCES / CROWN / CUSTOM CABINETS / WOOD FLOORING,https://sfbay.craigslist.org/sby/apa/d/lux-2x1-new-appliances-crown/6567434104.html,,2195,2,1.0,840.0,apartment,5,4,0,0,0,0,0,7,276,0
424,DESIRABLE Mt. View Location; Unmatchable 2bd/1bth Upstairs Unit,https://sfbay.craigslist.org/sby/apa/d/desirable-mt-view-location/6567433614.html,(mountain view),3280,2,1.0,775.0,duplex,4,2,0,0,0,1,0,21,266,0
425,Move in to this amazing home.,https://sfbay.craigslist.org/sby/apa/d/move-in-to-this-amazing-home/6567433287.html,(santa clara),2802,2,1.0,870.0,apartment,5,4,1,1,0,1,0,13,199,0
426,~~~Studio for rent near Winchester Blvd~~~,https://sfbay.craigslist.org/sby/apa/d/studio-for-rent-near/6551861267.html,(san jose west),1450,0,1.0,408.0,apartment,4,4,0,0,0,0,0,5,174,0
427,"GORGEOUS 3 BEDROOM 2 BATHROOM  CLOSE BY SANTANA ROW , MUST SEE!!",https://sfbay.craigslist.org/sby/apa/d/gorgeous-3-bedroom-2-bathroom/6561083670.html,(san jose west),2900,3,2.0,1323.0,apartment,4,4,0,0,0,0,0,8,204,0
428,362 Adeline Ave: Awesome Home On Communications Hill,https://sfbay.craigslist.org/sby/apa/d/362-adeline-ave-awesome-home/6555736033.html,(san jose south),3200,3,2.5,1721.0,townhouse,5,6,0,0,0,1,0,23,175,0
429,1533 San Gabriel Way: Beautiful Neighborhood!,https://sfbay.craigslist.org/sby/apa/d/1533-san-gabriel-way/6560891332.html,(willow glen / cambrian),3995,3,2.5,1672.0,house,5,6,0,0,0,0,0,24,157,0
430,Newly renovated 1 bed 1 bath with washer/dryer available now,https://sfbay.craigslist.org/sby/apa/d/newly-renovated-1-bed-1-bath/6567431339.html,(mountain view),3030,1,1.0,748.0,apartment,5,4,1,1,0,1,0,15,85,0
431,968 Almaden Lane: BRAND NEW HOME!,https://sfbay.craigslist.org/sby/apa/d/968-almaden-lane-brand-new/6563109027.html,(san jose south),3800,3,3.0,1484.0,townhouse,5,6,0,0,0,1,0,24,161,0
432,Pet Friendly Top Floor Unit w/ High End Finishes,https://sfbay.craigslist.org/sby/apa/d/pet-friendly-top-floor-unit/6562925192.html,(san jose downtown),4000,3,3.0,1548.0,condo,5,6,1,1,0,1,0,24,222,0
433,160 Kit Carson Ct: Available Now!,https://sfbay.craigslist.org/sby/apa/d/160-kit-carson-ct-available/6560889971.html,(santa clara),3950,3,2.0,1670.0,house,5,6,0,0,0,1,0,24,149,0
434,361 Condon Court: Available Now!,https://sfbay.craigslist.org/sby/apa/d/361-condon-court-available-now/6560890545.html,(santa clara),3300,3,2.0,1130.0,house,5,6,0,0,0,1,0,6,119,0
435,Luxury 2/2 condo unit in close proximity to the 880/280 interchange,https://sfbay.craigslist.org/sby/apa/d/luxury-2-2-condo-unit-in/6561557848.html,(san jose west),2600,2,2.0,922.0,condo,5,5,0,0,0,1,0,24,190,0
436,"Professional Staff, You'll Love It Here!",https://sfbay.craigslist.org/sby/apa/d/professional-staff-youll-love/6563085151.html,(san jose south),1875,1,1.0,640.0,apartment,2,4,0,0,0,0,0,17,148,0
437,Master or spare BR available ASAP in 2 BR Luxury Apartment,https://sfbay.craigslist.org/sby/apa/d/master-or-spare-br-available/6567423933.html,(santa clara),1800,2,2.0,,apartment,5,5,0,0,0,0,0,22,473,0
438,This Beautiful 2x1.5 won't last long! Call us now,https://sfbay.craigslist.org/sby/apa/d/this-beautiful-2x15-wont-last/6561819211.html,(san jose south),2495,2,1.5,924.0,apartment,2,4,0,0,0,0,0,21,299,0
439,"2-year-new Single Family Home, close Willow Glen downtown",https://sfbay.craigslist.org/sby/apa/d/2-year-new-single-family-home/6567418689.html,(san jose downtown),4350,4,2.5,1770.0,house,5,6,0,0,0,1,0,22,513,0
440,$500 off 1st month's rent!! 2 bed/2 bath Move-in May 12th! 2nd Floor!,https://sfbay.craigslist.org/sby/apa/d/500-off-1st-months-rent-2-bed/6567407881.html,(milpitas),2845,2,2.0,1082.0,apartment,5,4,1,0,0,0,0,20,132,0
441,BEAUTIFUL HOME WITH BREATHTAKING VIEWS ON 2.7 ACRES,https://sfbay.craigslist.org/sby/apa/d/beautiful-home-with/6555618197.html,(morgan hill),3695,3,2.0,2000.0,house,5,6,0,0,0,1,0,14,150,0
442,***Remodeled like new/Patio/Cupertino Schools/Virtual Tour,https://sfbay.craigslist.org/sby/apa/d/remodeled-like-new-patio/6548289675.html,(san jose west),2450,2,1.0,790.0,apartment,2,4,0,0,0,1,0,11,692,0
443,"Fully-equipped kitchen, 2BR apt w/ GE appliances, Built in storage",https://sfbay.craigslist.org/sby/apa/d/fully-equipped-kitchen-2br/6545523456.html,(san jose downtown),2650,2,1.0,850.0,apartment,4,0,1,0,0,0,0,13,212,0
444,2 Story townhome - 2 EXTRA LARGE MASTER BEDROOM SUITES,https://sfbay.craigslist.org/sby/apa/d/2-story-townhome-2-extra/6549526618.html,(san jose downtown),3000,2,2.5,,townhouse,5,6,1,1,0,0,0,13,126,0
445,"2BR/1 BA Nice, Quiet, Pets Welcome",https://sfbay.craigslist.org/sby/apa/d/2br-1-ba-nice-quiet-pets/6567356960.html,(sunnyvale),2240,2,1.0,940.0,apartment,4,4,1,1,0,1,0,6,336,0
446,2BD/1BA - Newly-renovated Upstairs apartment,https://sfbay.craigslist.org/sby/apa/d/2bd-1ba-newly-renovated/6567389240.html,(campbell),2495,2,1.0,850.0,apartment,2,4,0,0,0,1,0,17,532,0
447,nice spacious 1bd 1bth,https://sfbay.craigslist.org/sby/apa/d/nice-spacious-1bd-1bth/6567388977.html,(san jose south),1750,1,1.0,,apartment,4,4,0,0,0,0,0,7,74,0
448,"Attached Guest Studio with Utilities, WIFI, Cable Included",https://sfbay.craigslist.org/sby/apa/d/attached-guest-studio-with/6565213359.html,(San Martin),1180,0,1.0,318.0,apartment,0,0,0,0,0,0,0,10,140,0
449,1BD/1BA - Upscale Condo in Beautiful Sierra Crest Villa,https://sfbay.craigslist.org/sby/apa/d/1bd-1ba-upscale-condo-in/6565385990.html,(willow glen / cambrian),2150,1,1.0,658.0,condo,5,4,1,1,0,1,0,11,273,0
450,"Large closets, Sparkling pool, Wood-like flooring, 1BR apt, Near Apple",https://sfbay.craigslist.org/sby/apa/d/large-closets-sparkling-pool/6557202097.html,(santa clara),2095,1,1.0,750.0,apartment,2,4,1,0,0,0,0,13,256,0
451,Beautiful Garden Community with Pool.....,https://sfbay.craigslist.org/sby/apa/d/beautiful-garden-community/6567382253.html,(mountain view),2300,1,1.0,850.0,apartment,4,4,0,0,0,1,0,9,191,0
452,"Sparkling new Remodeled, OUTSTANDING 2 BR, 2 BA apt w/garage",https://sfbay.craigslist.org/sby/apa/d/sparkling-new-remodeled/6567377944.html,(san jose west),2495,2,2.0,1002.0,apartment,4,6,0,0,0,1,0,24,466,0
453,"Sharp 1 Bedroom Condo, Beauty, Near  Apple Spaceship",https://sfbay.craigslist.org/sby/apa/d/sharp-1-bedroom-condo-beauty/6549489153.html,(santa clara),2300,1,1.0,678.0,condo,4,4,0,0,0,0,0,8,118,0
454,Newly constructed luxurious 6br/4bath house in Naglee Park,https://sfbay.craigslist.org/sby/apa/d/newly-constructed-luxurious/6558085945.html,(san jose downtown),6000,6,4.0,2600.0,apartment,5,6,0,0,0,0,0,18,121,0
455,"Bright 1BR apt, Fully-equipped kitchen, Remodeled! Generous closets",https://sfbay.craigslist.org/sby/apa/d/bright-1br-apt-fully-equipped/6543616143.html,(san jose west),2095,1,1.0,575.0,apartment,2,4,1,0,0,0,0,9,262,0
456,Excellent Neighborhood D/W 2 Bath Large Trees,https://sfbay.craigslist.org/sby/apa/d/excellent-neighborhood-w-2/6567356425.html,(san jose west),2395,2,2.0,870.0,apartment,2,4,1,0,0,0,0,7,215,0
457,"Pets Welcome! Clean, Quiet.  Adjacent to Lovely Park",https://sfbay.craigslist.org/sby/apa/d/pets-welcome-clean-quiet/6567355127.html,(sunnyvale),1830,1,1.0,483.0,apartment,4,2,1,1,0,0,0,6,366,0
458,Desirable Unit in Excellent Location,https://sfbay.craigslist.org/sby/apa/d/desirable-unit-in-excellent/6567354728.html,(san jose west),1890,1,1.0,660.0,apartment,2,4,1,0,0,0,0,7,369,0
459,SJSU Across Street with Summer Move In Large 2 Bedroom 1.5 Bathrooms,https://sfbay.craigslist.org/sby/apa/d/sjsu-across-street-with/6551528957.html,(san jose downtown),2695,2,1.5,848.0,apartment,4,4,0,0,0,0,0,9,47,0
460,Preferred Large 2 Bedroom,https://sfbay.craigslist.org/sby/apa/d/preferred-large-2-bedroom/6560857877.html,(los gatos),2495,2,1.0,828.0,apartment,4,4,0,0,0,0,0,9,68,0
461,1 Story Park In Front of Your Door,https://sfbay.craigslist.org/sby/apa/d/1-story-park-in-front-of-your/6567352800.html,(santa clara),1740,0,1.0,405.0,apartment,2,2,1,1,0,0,0,5,258,0
462,"VACANCY APRIL 29, Beautiful and Clean Private Furnished Rental",https://sfbay.craigslist.org/sby/apa/d/vacancy-april-29-beautiful/6557497215.html,(san jose south),2495,1,1.0,316.0,apartment,2,2,0,0,1,1,0,17,226,0
463,"Indoor Cat Welcome, Central Location Best Los Altos Schools",https://sfbay.craigslist.org/sby/apa/d/indoor-cat-welcome-central/6567352091.html,(mountain view),2195,1,1.0,556.0,apartment,2,6,1,0,0,0,0,8,420,0
464,Newly constructed house for rent in Gilroy,https://sfbay.craigslist.org/sby/apa/d/newly-constructed-house-for/6559625415.html,(gilroy),2900,3,2.5,1500.0,duplex,0,0,0,0,0,1,0,6,91,0
465,Great Location!!!  Spacious 1 Bed + W/D!!!,https://sfbay.craigslist.org/sby/apa/d/great-location-spacious-1-bed/6567335631.html,(sunnyvale),2558,1,1.0,692.0,apartment,5,4,1,1,0,0,0,6,263,0
466,"☺ Petaluma Apartment Homes, Laundry Facilities, Warm Firepit",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-homes/6569488708.html,,2429,2,1.5,1028.0,apartment,2,3,1,1,0,1,1,9,127,1
467,"♥ Great apartments located in Petaluma, Spacious Patio or Balcony, Spa",https://sfbay.craigslist.org/nby/apa/d/great-apartments-located-in/6569506549.html,,2429,2,1.5,1028.0,apartment,2,3,1,1,0,1,1,9,120,1
